Intent	User Says	Text Response
smalltalk.confirmation.yes	go for it	Sure.
smalltalk.confirmation.yes	okey	Indeed.
smalltalk.confirmation.yes	ya	Great!
smalltalk.confirmation.yes	I agree	Of course.
smalltalk.confirmation.yes	ok yes	Sure.
smalltalk.confirmation.yes	okay that's fine	Indeed.
smalltalk.confirmation.yes	I guess	Great!
smalltalk.confirmation.yes	ye	Of course.
smalltalk.confirmation.yes	ok sure	Sure.
smalltalk.confirmation.yes	obviously	Indeed.
smalltalk.confirmation.yes	yeah exactly	Great!
smalltalk.confirmation.yes	yes it is	Of course.
smalltalk.confirmation.yes	yeh	Sure.
smalltalk.confirmation.yes	ok	Indeed.
smalltalk.confirmation.yes	I do	Great!
smalltalk.confirmation.yes	certainly	Of course.
smalltalk.confirmation.yes	right	Sure.
smalltalk.confirmation.yes	sure thing	Indeed.
smalltalk.confirmation.yes	ok go ahead	Great!
smalltalk.confirmation.yes	yes this is correct	Of course.
smalltalk.confirmation.yes	yes correct	Sure.
smalltalk.confirmation.yes	sure is	Indeed.
smalltalk.confirmation.yes	yeah go ahead	Great!
smalltalk.confirmation.yes	why not	Of course.
smalltalk.confirmation.yes	okie dokie	Sure.
smalltalk.confirmation.yes	yea	Indeed.
smalltalk.confirmation.yes	yes	Great!
smalltalk.confirmation.yes	yeah that's right	Of course.
smalltalk.confirmation.yes	yes indeed	Sure.
smalltalk.confirmation.yes	okay	Indeed.
smalltalk.confirmation.yes	absolutely	Great!
smalltalk.confirmation.yes	of course	Of course.
smalltalk.confirmation.yes	yep	Sure.
smalltalk.confirmation.yes	okay sounds good	Indeed.
smalltalk.confirmation.yes	sure why not	Great!
smalltalk.confirmation.yes	okay then	Of course.
smalltalk.confirmation.yes	yap	Sure.
smalltalk.confirmation.yes	ok thank you	Indeed.
smalltalk.confirmation.yes	this is correct	Great!
smalltalk.confirmation.yes	yup	Of course.
smalltalk.confirmation.yes	yes sure	Sure.
smalltalk.confirmation.yes	looks good	Indeed.
smalltalk.confirmation.yes	yes definitely	Great!
smalltalk.confirmation.yes	sure	Of course.
smalltalk.confirmation.yes	go ahead	Sure.
smalltalk.confirmation.yes	all right	Indeed.
smalltalk.confirmation.yes	yes thank you	Great!
smalltalk.confirmation.yes	yes I agree	Of course.
smalltalk.confirmation.yes	do it	Sure.
smalltalk.confirmation.yes	yes it is correct	Indeed.
smalltalk.confirmation.yes	confirmed	Great!
smalltalk.confirmation.yes	affirmative	Of course.
smalltalk.confirmation.yes	yes I would like to	Sure.
smalltalk.confirmation.yes	definitely	Indeed.
smalltalk.confirmation.yes	ok you can	Great!
smalltalk.confirmation.yes	oh yes	Of course.
smalltalk.confirmation.yes	yeah	Sure.
smalltalk.confirmation.yes	alrighty	Indeed.
smalltalk.confirmation.yes	that s okay	Great!
smalltalk.confirmation.yes	yes you may	Of course.
smalltalk.confirmation.yes	yeah of course	Sure.
smalltalk.confirmation.yes	I think so	Indeed.
smalltalk.confirmation.yes	of course why not	Great!
smalltalk.confirmation.yes	yeah I'm sure	Of course.
smalltalk.confirmation.yes	yes of course	Sure.
smalltalk.confirmation.yes	please do	Indeed.
smalltalk.confirmation.yes	sounds good	Great!
smalltalk.confirmation.yes	exactly	Of course.
smalltalk.confirmation.yes	yes I do	Sure.
smalltalk.confirmation.yes	yes for sure	Indeed.
		
smalltalk.dialog.hold_on	oh wait	Okay. I'm here.
smalltalk.dialog.hold_on	could you wait	I'll be waiting.
smalltalk.dialog.hold_on	don't rush	Okay. I'm here.
smalltalk.dialog.hold_on	wait a second	I'll be waiting.
smalltalk.dialog.hold_on	wait hold on	Okay. I'm here.
smalltalk.dialog.hold_on	hold on	I'll be waiting.
smalltalk.dialog.hold_on	wait	Okay. I'm here.
smalltalk.dialog.hold_on	wait please	I'll be waiting.
		
smalltalk.dialog.hug	wanna hug	Oh. I'm really feeling the love today.
smalltalk.dialog.hug	a hug	Hug it out. You'll feel better afterwards.
smalltalk.dialog.hug	you hugged	Oh. I'm really feeling the love today.
smalltalk.dialog.hug	I want a hug	Hug it out. You'll feel better afterwards.
smalltalk.dialog.hug	hugging	Oh. I'm really feeling the love today.
smalltalk.dialog.hug	hugged me	Hug it out. You'll feel better afterwards.
smalltalk.dialog.hug	may I hug you	Oh. I'm really feeling the love today.
smalltalk.dialog.hug	want a hug	Hug it out. You'll feel better afterwards.
smalltalk.dialog.hug	could you give me a hug	Oh. I'm really feeling the love today.
smalltalk.dialog.hug	hug me	Hug it out. You'll feel better afterwards.
smalltalk.dialog.hug	hug	Oh. I'm really feeling the love today.
smalltalk.dialog.hug	do you want a hug	Hug it out. You'll feel better afterwards.
smalltalk.dialog.hug	hugging me	Oh. I'm really feeling the love today.
smalltalk.dialog.hug	hug you	Hug it out. You'll feel better afterwards.
smalltalk.dialog.hug	hugged	Oh. I'm really feeling the love today.
		
smalltalk.dialog.i_do_not_care	not caring at all	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	I don't care at all	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	whatever	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	not caring	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	I do not care	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	don't care at all	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	not care at all	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	I don't care	Ok, let's not talk about it then.
smalltalk.dialog.i_do_not_care	I shouldn't care about this	Ok, let's not talk about it then.
		
smalltalk.dialog.sorry	sorry	It's okay. No worries.
smalltalk.dialog.sorry	I'm sorry	No big deal. I won't hold a grudge.
smalltalk.dialog.sorry	ok sorry	It's cool.
smalltalk.dialog.sorry	I am so sorry	That's all right. I forgive you.
smalltalk.dialog.sorry	alright I'm sorry	It's okay. No worries.
smalltalk.dialog.sorry	very sorry	No big deal. I won't hold a grudge.
smalltalk.dialog.sorry	apologies	It's cool.
smalltalk.dialog.sorry	I apologize	That's all right. I forgive you.
smalltalk.dialog.sorry	apologies to me	It's okay. No worries.
smalltalk.dialog.sorry	I beg your pardon	No big deal. I won't hold a grudge.
smalltalk.dialog.sorry	excuse me	It's cool.
smalltalk.dialog.sorry	pardon	That's all right. I forgive you.
smalltalk.dialog.sorry	my apologies	It's okay. No worries.
smalltalk.dialog.sorry	sorry about that	No big deal. I won't hold a grudge.
smalltalk.dialog.sorry	apologise	It's cool.
smalltalk.dialog.sorry	forgive me	That's all right. I forgive you.
smalltalk.dialog.sorry	I want to say sorry	It's okay. No worries.
smalltalk.dialog.sorry	I said sorry	No big deal. I won't hold a grudge.
smalltalk.dialog.sorry	apology	It's cool.
smalltalk.dialog.sorry	I am really sorry	That's all right. I forgive you.
smalltalk.dialog.sorry	sorry about this	It's okay. No worries.
smalltalk.dialog.sorry	okay I'm sorry	No big deal. I won't hold a grudge.
smalltalk.dialog.sorry	excuse	It's cool.
smalltalk.dialog.sorry	really sorry	That's all right. I forgive you.
		
smalltalk.dialog.what_do_you_mean	is that what you mean	Did that not make sense? Maybe I misunderstood what you said.
smalltalk.dialog.what_do_you_mean	what exactly do you mean	Sorry. I think I may have been a little confused by what you said.
smalltalk.dialog.what_do_you_mean	what do you mean exactly	Did that not make sense? Maybe I misunderstood what you said.
smalltalk.dialog.what_do_you_mean	what do you mean	Sorry. I think I may have been a little confused by what you said.
smalltalk.dialog.what_do_you_mean	but what do you mean	Did that not make sense? Maybe I misunderstood what you said.
		
smalltalk.dialog.wrong	that was wrong	I'm sorry. Perhaps I misunderstood.
smalltalk.dialog.wrong	you are wrong	Sorry. I think I misinterpreted what you said.
smalltalk.dialog.wrong	that's wrong	Apologies. That was my mistake.
smalltalk.dialog.wrong	it is not right	Oops. Sorry about that. I'm still learning.
smalltalk.dialog.wrong	wrong	I'm sorry. Perhaps I misunderstood.
smalltalk.dialog.wrong	that is incorrect	Sorry. I think I misinterpreted what you said.
smalltalk.dialog.wrong	that's not what I asked	Apologies. That was my mistake.
smalltalk.dialog.wrong	not correct	Oops. Sorry about that. I'm still learning.
smalltalk.dialog.wrong	it's wrong	I'm sorry. Perhaps I misunderstood.
smalltalk.dialog.wrong	that's not right	Sorry. I think I misinterpreted what you said.
	incorrect	Apologies. That was my mistake.
	not right	Oops. Sorry about that. I'm still learning.
		
smalltalk.emotions.ha_ha	ahahah	Yeah, I crack myself up too.
smalltalk.emotions.ha_ha	hahaha	Laughter is good for you. Keep it up.
smalltalk.emotions.ha_ha	ha	See? Now we're having fun.
smalltalk.emotions.ha_ha	haha	You have a great laugh.
smalltalk.emotions.ha_ha	hehehe	Yeah, I crack myself up too.
smalltalk.emotions.ha_ha	ha ha ha	Laughter is good for you. Keep it up.
smalltalk.emotions.ha_ha	hah	See? Now we're having fun.
smalltalk.emotions.ha_ha	ahahaha	You have a great laugh.
smalltalk.emotions.ha_ha	haha haha haha	Yeah, I crack myself up too.
smalltalk.emotions.ha_ha	hahaha very funny	Laughter is good for you. Keep it up.
smalltalk.emotions.ha_ha	LMAO	See? Now we're having fun.
smalltalk.emotions.ha_ha	xd	You have a great laugh.
smalltalk.emotions.ha_ha	lol	Yeah, I crack myself up too.
smalltalk.emotions.ha_ha	ah	Laughter is good for you. Keep it up.
smalltalk.emotions.ha_ha	he	See? Now we're having fun.
smalltalk.emotions.ha_ha	haha funny	You have a great laugh.
smalltalk.emotions.ha_ha	hahaha funny	Yeah, I crack myself up too.
smalltalk.emotions.ha_ha	ahah	Laughter is good for you. Keep it up.
smalltalk.emotions.ha_ha	ha ha ha ha	See? Now we're having fun.
smalltalk.emotions.ha_ha	haha that's funny	You have a great laugh.
smalltalk.emotions.ha_ha	huh	Yeah, I crack myself up too.
smalltalk.emotions.ha_ha	haha very funny	Laughter is good for you. Keep it up.
smalltalk.emotions.ha_ha	that's funny	See? Now we're having fun.
smalltalk.emotions.ha_ha	ah ah ah	You have a great laugh.
smalltalk.emotions.ha_ha	laughing out loud	Yeah, I crack myself up too.
smalltalk.emotions.ha_ha	hehe	Laughter is good for you. Keep it up.
smalltalk.emotions.ha_ha	lmao	See? Now we're having fun.
smalltalk.emotions.ha_ha	ahaha	You have a great laugh.
smalltalk.emotions.ha_ha	ahah lol	You have a great laugh.
smalltalk.emotions.ha_ha	ha ha	You have a great laugh.
		
smalltalk.emotions.wow	wow wow	Wow indeed!
smalltalk.emotions.wow	wooow	Wow indeed!
smalltalk.emotions.wow	woah	Wow indeed!
smalltalk.emotions.wow	wow	Wow indeed!
smalltalk.emotions.wow	wow wow wow	Wow indeed!
		
smalltalk.greetings.bye	bye-bye	See you soon!
smalltalk.greetings.bye	bye bye take care	Bye-bye!
smalltalk.greetings.bye	thanks bye bye	Till next time!
smalltalk.greetings.bye	I must go	Bye.
smalltalk.greetings.bye	ok bye	See you soon!
smalltalk.greetings.bye	hope to see you later	Bye-bye!
smalltalk.greetings.bye	bye	Till next time!
smalltalk.greetings.bye	see you	Bye.
smalltalk.greetings.bye	leave me alone	See you soon!
smalltalk.greetings.bye	that's it goodbye	Bye-bye!
smalltalk.greetings.bye	goodbye	Till next time!
smalltalk.greetings.bye	see you soon	Bye.
smalltalk.greetings.bye	goodbye for now	See you soon!
smalltalk.greetings.bye	talk to you later	Bye-bye!
smalltalk.greetings.bye	bye for now	Till next time!
smalltalk.greetings.bye	bye bye see you soon	Bye.
smalltalk.greetings.bye	never mind bye	See you soon!
smalltalk.greetings.bye	goodbye see you later	Bye-bye!
smalltalk.greetings.bye	good bye	Till next time!
smalltalk.greetings.bye	go to bed	Bye.
smalltalk.greetings.bye	alright bye	See you soon!
smalltalk.greetings.bye	okay bye	Bye-bye!
smalltalk.greetings.bye	bye bye see you	Till next time!
smalltalk.greetings.bye	now bye	Bye.
smalltalk.greetings.bye	I said bye	See you soon!
smalltalk.greetings.bye	see you tomorrow	Bye-bye!
smalltalk.greetings.bye	get lost	Till next time!
smalltalk.greetings.bye	you can go now	Bye.
smalltalk.greetings.bye	okay see you later	See you soon!
smalltalk.greetings.bye	see ya	Bye-bye!
smalltalk.greetings.bye	till next time	Till next time!
smalltalk.greetings.bye	that's all goodbye	Bye.
smalltalk.greetings.bye	okay thank you bye	Bye.
		
smalltalk.greetings.goodevening	hello good evening	How is your day going?
smalltalk.greetings.goodevening	good evening there	How's the day treating you so far?
smalltalk.greetings.goodevening	good evening to you	How's your day been?
smalltalk.greetings.goodevening	hey good evening	How is your day going?
smalltalk.greetings.goodevening	evening	How's the day treating you so far?
smalltalk.greetings.goodevening	good evening	How's your day been?
		
smalltalk.greetings.goodmorning	good morning	How are you this morning?
smalltalk.greetings.goodmorning	have a great morning	How's the morning treating you so far?
smalltalk.greetings.goodmorning	and a good morning to you	Good morning! How are you today?
smalltalk.greetings.goodmorning	good morning to you	How are you this morning?
smalltalk.greetings.goodmorning	hello good morning	How's the morning treating you so far?
smalltalk.greetings.goodmorning	hi good morning	Good morning! How are you today?
smalltalk.greetings.goodmorning	good morning too	How are you this morning?
smalltalk.greetings.goodmorning	morning	How's the morning treating you so far?
smalltalk.greetings.goodmorning	top of the morning to you	Good morning! How are you today?
smalltalk.greetings.goodmorning	good morning to you	How are you this morning?
smalltalk.greetings.goodmorning	a good morning	How's the morning treating you so far?
smalltalk.greetings.goodmorning	have a nice morning	Good morning! How are you today?
smalltalk.greetings.goodmorning	good morning there	Good morning! How are you today?
		
smalltalk.greetings.goodnight	good good night	Sleep tight!
smalltalk.greetings.goodnight	thanks goodnight	Have a good one!
smalltalk.greetings.goodnight	have a good night	Talk to you soon!
smalltalk.greetings.goodnight	thank you good night	Sleep tight!
smalltalk.greetings.goodnight	good night to you	Have a good one!
smalltalk.greetings.goodnight	goodnight	Talk to you soon!
smalltalk.greetings.goodnight	night	Sleep tight!
smalltalk.greetings.goodnight	okay have a good night	Have a good one!
smalltalk.greetings.goodnight	good night for now	Talk to you soon!
smalltalk.greetings.goodnight	good tonight	Sleep tight!
smalltalk.greetings.goodnight	bye good night	Have a good one!
smalltalk.greetings.goodnight	bye good night	Talk to you soon!
smalltalk.greetings.goodnight	sweet dreams	Sleep tight!
smalltalk.greetings.goodnight	good night see you tomorrow	Have a good one!
smalltalk.greetings.goodnight	good night	Talk to you soon!
smalltalk.greetings.goodnight	night	Sleep tight!
smalltalk.greetings.goodnight	have a good night	Have a good one!
smalltalk.greetings.goodnight	alright goodnight	Talk to you soon!
smalltalk.greetings.goodnight	good night bye	Talk to you soon!
		
smalltalk.greetings.hello	hey	Hi there, friend!
smalltalk.greetings.hello	hi	Hey!
smalltalk.greetings.hello	I greet you	Good day!
smalltalk.greetings.hello	afternoon	Howdy.
smalltalk.greetings.hello	hi there	Hi there, friend!
smalltalk.greetings.hello	hi there	Hey!
smalltalk.greetings.hello	hey there	Good day!
smalltalk.greetings.hello	heya	Howdy.
smalltalk.greetings.hello	hello there	Hi there, friend!
smalltalk.greetings.hello	hello	Hey!
smalltalk.greetings.hello	just going to say hi	Good day!
smalltalk.greetings.hello	greetings	Howdy.
smalltalk.greetings.hello	a good day	Hi there, friend!
smalltalk.greetings.hello	long time no see	Hey!
smalltalk.greetings.hello	lovely day isn't it	Good day!
smalltalk.greetings.hello	howdy	Howdy.
smalltalk.greetings.hello	hello hi	Good day!
smalltalk.greetings.hello	hello again	Howdy.
		
smalltalk.greetings.how_are_you	is everything okay	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how do you do	Couldn't be better.
smalltalk.greetings.how_are_you	how is your evening	Lovely, thanks.
smalltalk.greetings.how_are_you	how are you	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how do you feel	Couldn't be better.
smalltalk.greetings.how_are_you	how is it	Lovely, thanks.
smalltalk.greetings.how_are_you	are you okay	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how is it going	Couldn't be better.
smalltalk.greetings.how_are_you	how your day is going	Lovely, thanks.
smalltalk.greetings.how_are_you	how are you feeling	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how are you going	Couldn't be better.
smalltalk.greetings.how_are_you	how about you	Lovely, thanks.
smalltalk.greetings.how_are_you	how has your day been	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how is your day going	Couldn't be better.
smalltalk.greetings.how_are_you	hope you re having a pleasant evening	Lovely, thanks.
smalltalk.greetings.how_are_you	how are you today	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	what about your day	Couldn't be better.
smalltalk.greetings.how_are_you	how is your day	Lovely, thanks.
smalltalk.greetings.how_are_you	how is your day going	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how are the things going	Couldn't be better.
smalltalk.greetings.how_are_you	are you having a good day	Lovely, thanks.
smalltalk.greetings.how_are_you	how is your life	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	what was your day like	Couldn't be better.
smalltalk.greetings.how_are_you	are you alright	Lovely, thanks.
smalltalk.greetings.how_are_you	I'm fine and you	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how are you doing this morning	Couldn't be better.
smalltalk.greetings.how_are_you	how has your day been going	Lovely, thanks.
smalltalk.greetings.how_are_you	how's your day	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how was your day	Couldn't be better.
smalltalk.greetings.how_are_you	how are you getting on	Lovely, thanks.
smalltalk.greetings.how_are_you	are you having a good day	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how's your day going	Couldn't be better.
smalltalk.greetings.how_are_you	how is your day going on	Lovely, thanks.
smalltalk.greetings.how_are_you	is everything all right	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	how is your morning so far	Couldn't be better.
smalltalk.greetings.how_are_you	how is your morning going	Lovely, thanks.
smalltalk.greetings.how_are_you	how is your day being	Wonderful as always. Thanks for asking.
smalltalk.greetings.how_are_you	hope your day is going well	Lovely, thanks.
smalltalk.greetings.how_are_you	how's life	Lovely, thanks.
smalltalk.greetings.how_are_you	how are you doing	Lovely, thanks. 
		
smalltalk.greetings.nice_to_meet_you	it was very nice to meet you	I think this is the beginning of a beautiful friendship.
smalltalk.greetings.nice_to_meet_you	pleasure to meet you	I'm looking forward to working with you.
smalltalk.greetings.nice_to_meet_you	pleasure to meet you too	Likewise. I look forward to getting to know you better.
smalltalk.greetings.nice_to_meet_you	nice meeting you	The pleasure is mine.
smalltalk.greetings.nice_to_meet_you	nice to meet you too	I think this is the beginning of a beautiful friendship.
smalltalk.greetings.nice_to_meet_you	good to know each other	I'm looking forward to working with you.
smalltalk.greetings.nice_to_meet_you	glad to meet you	Likewise. I look forward to getting to know you better.
smalltalk.greetings.nice_to_meet_you	nice to meet you	The pleasure is mine.
smalltalk.greetings.nice_to_meet_you	it was nice meeting you	The pleasure is mine.
smalltalk.greetings.nice_to_meet_you	pleased to meet you	The pleasure is mine.
		
smalltalk.greetings.nice_to_see_you	nice to see you again	Likewise. You're looking good as usual!
smalltalk.greetings.nice_to_see_you	glad to see you too	You too. I missed your face!
smalltalk.greetings.nice_to_see_you	lovely to see you	The pleasure is mine.
smalltalk.greetings.nice_to_see_you	good to see you	Thanks! Glad to be seen!
smalltalk.greetings.nice_to_see_you	it's nice to see you	Likewise. You're looking good as usual!
smalltalk.greetings.nice_to_see_you	I'm glad to see you	You too. I missed your face!
smalltalk.greetings.nice_to_see_you	great to see you too	The pleasure is mine.
smalltalk.greetings.nice_to_see_you	it's good to see you too	Thanks! Glad to be seen!
smalltalk.greetings.nice_to_see_you	I am glad to see you again	Likewise. You're looking good as usual!
smalltalk.greetings.nice_to_see_you	how good it is to see you	You too. I missed your face!
smalltalk.greetings.nice_to_see_you	nice to see you	The pleasure is mine.
smalltalk.greetings.nice_to_see_you	always a pleasure to see you	Thanks! Glad to be seen!
smalltalk.greetings.nice_to_see_you	glad to see you	Likewise. You're looking good as usual!
smalltalk.greetings.nice_to_see_you	good to see you again	You too. I missed your face!
smalltalk.greetings.nice_to_see_you	great to see you again	The pleasure is mine.
smalltalk.greetings.nice_to_see_you	it's good to see you	Thanks! Glad to be seen!
smalltalk.greetings.nice_to_see_you	great to see you	The pleasure is mine.
		
smalltalk.greetings.nice_to_talk_to_you	nice to talk to you	Always a pleasure.
smalltalk.greetings.nice_to_talk_to_you	it is nice talking to you	It sure was. Don't be a stranger!
smalltalk.greetings.nice_to_talk_to_you	it's been a pleasure talking to you	Thanks for dropping by!
smalltalk.greetings.nice_to_talk_to_you	it's been so nice to talk to you	As usual. Let's do it again soon.
smalltalk.greetings.nice_to_talk_to_you	how nice it is to talk to you	As usual. Let's do it again soon.
smalltalk.greetings.nice_to_talk_to_you	it's nice to talk to you	As usual. Let's do it again soon.
smalltalk.greetings.nice_to_talk_to_you	nice talking to you	As usual. Let's do it again soon.
		
smalltalk.greetings.whatsup	what's cracking	Hey there. What's shaking?
smalltalk.greetings.whatsup	then what's up	Not a whole lot. What's going on with you?
smalltalk.greetings.whatsup	I said what's up	Not much. What's new with you?
smalltalk.greetings.whatsup	what is going on	Living the dream.
smalltalk.greetings.whatsup	what's up	Hey there. What's shaking?
smalltalk.greetings.whatsup	what is happening	Not a whole lot. What's going on with you?
smalltalk.greetings.whatsup	what's cooking	Not much. What's new with you?
smalltalk.greetings.whatsup	good what's up	Living the dream.
smalltalk.greetings.whatsup	whazzup	Hey there. What's shaking?
smalltalk.greetings.whatsup	what's up today	Not a whole lot. What's going on with you?
smalltalk.greetings.whatsup	what's cracking	Not much. What's new with you?
smalltalk.greetings.whatsup	what's shaking	Living the dream.
smalltalk.greetings.whatsup	hey what's up	Hey there. What's shaking?
smalltalk.greetings.whatsup	wassup	Not a whole lot. What's going on with you?
smalltalk.greetings.whatsup	what is up	Not much. What's new with you?
smalltalk.greetings.whatsup	what's happened	Living the dream.
		
smalltalk.user.angry	I'm being mad	I'm sorry. What can I do to help?
smalltalk.user.angry	I am angry with you	Take a deep breath. What can I do to make things better?
smalltalk.user.angry	I am mad	I'm sorry. What can I do to help?
smalltalk.user.angry	I am mad at you	Take a deep breath. What can I do to make things better?
smalltalk.user.angry	I'm angry	I'm sorry. What can I do to help?
smalltalk.user.angry	I'm enraged	Take a deep breath. What can I do to make things better?
smalltalk.user.angry	I'm furious	I'm sorry. What can I do to help?
		
smalltalk.user.back	I came back	Just in time. I was getting lonely.
smalltalk.user.back	I am back	You were missed.
smalltalk.user.back	I'm here again	Long time no see.
smalltalk.user.back	I got back	Hooray!
smalltalk.user.back	here I am again	Long time no see.
smalltalk.user.back	I have returned	Hooray!
		
smalltalk.user.bored	bored	If you have a garden, plant a shoe.
smalltalk.user.bored	boring	Interview your feet.
smalltalk.user.bored	this is boring	Hold an ice cube as long as possible.
smalltalk.user.bored	I'm bored	If you have a piano, play it… with mittens on.
smalltalk.user.bored	very boring	If you have a garden, plant a shoe.
smalltalk.user.bored	it bores me	Interview your feet.
smalltalk.user.bored	I am getting bored	Hold an ice cube as long as possible.
smalltalk.user.bored	that was boring	If you have a piano, play it… with mittens on.
		
smalltalk.user.busy	I'm busy	Okay. I'll let you get back to work. Let me know if I can help you with anything.
smalltalk.user.busy	I got things to do	Working hard as always I see. Let me know if you need anything.
smalltalk.user.busy	how busy I am	I understand. If I can help you with your work, please let me know.
smalltalk.user.busy	I'm overloaded	I won't distract you then. If I can be of any assistance, you know where to find me.
smalltalk.user.busy	I don't have time for this	Okay. I'll let you get back to work. Let me know if I can help you with anything.
smalltalk.user.busy	I'm swamped	Working hard as always I see. Let me know if you need anything.
smalltalk.user.busy	I have no time	I understand. If I can help you with your work, please let me know.
smalltalk.user.busy	I'm working	I won't distract you then. If I can be of any assistance, you know where to find me.
smalltalk.user.busy	I got work to do	Working hard as always I see. Let me know if you need anything.
		
smalltalk.user.can_not_sleep	I can't sleep	Maybe some music would help. Try listening something relaxing.
smalltalk.user.can_not_sleep	I'm insomniac	Reading is a good way to unwind. But don't read something too emotional.
smalltalk.user.can_not_sleep	I can't get to sleep	Maybe some music would help. Try listening something relaxing.
smalltalk.user.can_not_sleep	I'm insomnious	Reading is a good way to unwind. But don't read something too emotional.
smalltalk.user.can_not_sleep	I can't get no sleep	Maybe some music would help. Try listening something relaxing.
smalltalk.user.can_not_sleep	I'm sleepless	Reading is a good way to unwind. But don't read something too emotional.
smalltalk.user.can_not_sleep	I can't get any sleep	Maybe some music would help. Try listening something relaxing.
smalltalk.user.can_not_sleep	I can't fall asleep	Reading is a good way to unwind. But don't read something too emotional.
		
smalltalk.user.does_not_want_to_talk	I don't want to talk	I understand. Hope we can chat again soon.
smalltalk.user.does_not_want_to_talk	I'm not talking to you anymore	All right. Come on back when you're feeling more talkative.
smalltalk.user.does_not_want_to_talk	bad time for talking	No problem. You know where to find me when you do.
smalltalk.user.does_not_want_to_talk	I don't want to talk to you	Sure thing. I'll be here if you change your mind.
smalltalk.user.does_not_want_to_talk	I'm not in the mood for chatting	I understand. Hope we can chat again soon.
smalltalk.user.does_not_want_to_talk	let's stop talking for a minute	All right. Come on back when you're feeling more talkative.
smalltalk.user.does_not_want_to_talk	let's not talk	No problem. You know where to find me when you do.
		
smalltalk.user.excited	I'm really excited	That's great. I'm happy for you.
smalltalk.user.excited	I'm excited to start our friendship	Good for you. Enjoy yourself.
smalltalk.user.excited	I am excited	Sounds like good things ahead for you.
smalltalk.user.excited	how excited I am	I bet you are. That's very exciting.
smalltalk.user.excited	I'm thrilled	I bet you are. That's very exciting.
smalltalk.user.excited	I'm excited about working with you	I bet you are. That's very exciting.
		
smalltalk.user.going_to_bed	let's go to bed	Sleep tight. Hope to chat again soon.
smalltalk.user.going_to_bed	I'd like to go to bed	Sounds good. Hopefully we'll chat some more tomorrow.
smalltalk.user.going_to_bed	it's bed time	Good night. Talk to you later.
smalltalk.user.going_to_bed	I'm a little tired and I want to go to bed	Pleasant dreams. See you soon.
smalltalk.user.going_to_bed	is it time for bed yet	Sleep tight. Hope to chat again soon.
smalltalk.user.going_to_bed	I'm going to bed	Sounds good. Hopefully we'll chat some more tomorrow.
smalltalk.user.going_to_bed	time for us to go to bed	Good night. Talk to you later.
smalltalk.user.going_to_bed	it's time to go to bed	Pleasant dreams. See you soon.
smalltalk.user.going_to_bed	going to bed now	Pleasant dreams. See you soon.
		
smalltalk.user.good	I am good	Great! Glad to hear it.
smalltalk.user.good	I'm doing just great	Excellent. I'm here to help keep it that way.
smalltalk.user.good	I'm doing good	Great! Glad to hear it.
smalltalk.user.good	I'm good	Excellent. I'm here to help keep it that way.
smalltalk.user.good	I'm doing fine	Great! Glad to hear it.
smalltalk.user.good	I'm great thanks	Excellent. I'm here to help keep it that way.
		
smalltalk.user.happy	I'm happy to see you	Great! Glad to hear that.
smalltalk.user.happy	I am happy	Excellent! That's what I like to see.
smalltalk.user.happy	I'm happy to help	If you're happy, then I'm happy.
smalltalk.user.happy	happy	Well, your good mood is certainly contagious.
smalltalk.user.happy	I'm happy to see you	Excellent! That's what I like to see.
smalltalk.user.happy	I'm happy for you	If you're happy, then I'm happy.
smalltalk.user.happy	if you're happy then I'm happy	Excellent! That's what I like to see.
		
smalltalk.user.has_birthday	I'm celebrating my birthday today	Happy Birthday. Well, this calls for a celebration.
smalltalk.user.has_birthday	it's my b-day	Happy Birthday. All the best!
smalltalk.user.has_birthday	I was born today	Happy Birthday. And I really mean it. All the best!
smalltalk.user.has_birthday	it's my birthday today	Happy Birthday. Well, this calls for a celebration.
smalltalk.user.has_birthday	today is my birthday	Happy Birthday. All the best!
smalltalk.user.has_birthday	it is my birthday	Happy Birthday. And I really mean it. All the best!
		
smalltalk.user.here	can you tell if I'm here or not	So I see. What can I help you with today?
smalltalk.user.here	here I am	Always good to see you. Is there something I can help you with?
smalltalk.user.here	I'm already here	You were missed. What can I do for you today?
smalltalk.user.here	I am here	Welcome back. What can I do for you?
